PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
429,3,0,0,0,0,0,2
430,3,0,3,0,0,0,3
431,1,0,3,0,0,0,3
432,3,1,0,1,0,0,3
433,2,1,4,1,0,0,3
434,3,0,2,0,0,0,3
435,1,0,5,1,0,0,3
436,1,1,1,1,2,0,3
437,3,1,2,2,2,0,3
438,2,1,2,2,3,0,3
439,1,0,6,1,4,0,3
440,2,0,3,0,0,0,3
441,2,1,5,1,1,0,3
442,3,0,2,0,0,0,3
443,3,0,3,1,0,0,3
444,2,1,3,0,0,0,3
445,3,0,0,0,0,0,3
446,1,0,0,0,2,0,3
447,2,1,1,0,1,0,3
448,1,0,3,0,0,0,3
449,3,1,1,2,1,0,1
450,1,0,5,0,0,0,3
451,2,0,4,1,2,0,3
452,3,0,0,1,0,0,3
453,1,0,3,0,0,0,1
454,1,0,5,1,0,0,1
455,3,0,0,0,0,0,3
456,3,0,3,0,0,0,1
457,1,0,7,0,0,0,3
458,1,1,0,1,0,0,3
459,2,1,5,0,0,0,3
460,3,0,0,0,0,0,2
461,1,0,5,0,0,0,3
462,3,0,3,0,0,0,3
463,1,0,5,0,0,0,3
464,2,0,5,0,0,0,3
465,3,0,0,0,0,0,3
466,3,0,4,0,0,0,3
467,2,0,0,0,0,0,3
468,1,0,6,0,0,0,3
469,3,0,0,0,0,0,2
470,3,1,0,2,1,0,1
471,3,0,0,0,0,0,3
472,3,0,4,0,0,0,3
473,2,1,3,1,2,0,3
474,2,1,2,0,0,0,1
475,3,1,2,0,0,0,3
476,1,0,0,0,0,0,3
477,2,0,3,1,0,0,3
478,3,0,3,1,0,0,3
479,3,0,2,0,0,0,3
480,3,1,0,0,1,0,3
481,3,0,1,5,2,0,3
482,2,0,0,0,0,0,3
483,3,0,5,0,0,0,3
484,3,1,6,0,0,0,3
485,1,0,3,1,0,0,1
486,3,1,0,3,1,0,3
487,1,1,4,1,0,0,3
488,1,0,6,0,0,0,1
489,3,0,3,0,0,0,3
490,3,0,1,1,1,0,3
491,3,0,0,1,0,0,3
492,3,0,2,0,0,0,3
493,1,0,6,0,0,0,3
494,1,0,7,0,0,0,1
495,3,0,2,0,0,0,3
496,3,0,0,0,0,0,1
497,1,1,5,1,0,0,1
498,3,0,0,0,0,0,3
499,1,1,3,1,2,0,3
500,3,0,2,0,0,0,3
501,3,0,2,0,0,0,3
502,3,1,2,0,0,0,2
503,3,1,0,0,0,0,2
504,3,1,4,0,0,0,3
505,1,1,2,0,0,0,3
506,1,0,2,1,0,0,1
507,2,1,3,0,2,0,3
508,1,0,0,0,0,0,3
509,3,0,3,0,0,0,3
510,3,0,3,0,0,0,3
511,3,0,3,0,0,0,2
512,3,0,0,0,0,0,3
513,1,0,4,0,0,0,3
514,1,1,5,1,0,0,1
515,3,0,2,0,0,0,3
516,1,0,5,0,0,0,3
517,2,1,3,0,0,0,3
518,3,0,0,0,0,0,2
519,2,1,4,1,0,0,3
520,3,0,3,0,0,0,3
521,1,1,3,0,0,0,3
522,3,0,2,0,0,0,3
523,3,0,0,0,0,0,1
524,1,1,4,0,1,0,1
525,3,0,0,0,0,0,1
526,3,0,4,0,0,0,2
527,2,1,5,0,0,0,3
528,1,0,0,0,0,0,3
529,3,0,4,0,0,0,3
530,2,0,2,2,1,0,3
531,2,1,0,1,1,0,3
532,3,0,0,0,0,0,1
533,3,0,2,1,1,0,1
534,3,1,0,0,2,0,1
535,3,1,3,0,0,0,3
536,2,1,1,0,2,0,3
537,1,0,5,0,0,0,3
538,1,1,3,0,0,0,1
539,3,0,0,0,0,0,3
540,1,1,2,0,2,0,1
541,1,1,4,0,2,0,3
542,3,1,1,4,2,0,3
543,3,1,1,4,2,0,3
544,2,0,3,1,0,0,3
545,1,0,5,1,0,0,1
546,1,0,6,0,0,0,3
547,2,1,2,1,0,0,3
548,2,0,0,0,0,0,1
549,3,0,3,1,1,0,3
550,2,0,1,1,1,0,3
551,1,0,2,0,2,0,1
552,2,0,3,0,0,0,3
553,3,0,0,0,0,0,2
554,3,0,2,0,0,0,1
555,3,1,2,0,0,0,3
556,1,0,6,0,0,0,3
557,1,1,5,1,0,0,1
558,1,0,0,0,0,0,1
559,1,1,4,1,1,0,3
560,3,1,4,1,0,0,3
561,3,0,0,0,0,0,2
562,3,0,4,0,0,0,3
563,2,0,3,0,0,0,3
564,3,0,0,0,0,0,3
565,3,1,0,0,0,0,3
566,3,0,2,2,0,0,3
567,3,0,2,0,0,0,3
568,3,1,3,0,4,0,3
569,3,0,0,0,0,0,1
570,3,0,3,0,0,0,3
571,2,0,6,0,0,0,3
572,1,1,5,2,0,0,3
573,1,0,4,0,0,0,3
574,3,1,0,0,0,0,2
575,3,0,2,0,0,0,3
576,3,0,2,0,0,0,3
577,2,1,3,0,0,0,3
578,1,1,4,1,0,0,3
579,3,1,0,1,0,0,1
580,3,0,3,0,0,0,3
581,2,1,3,1,1,0,3
582,1,1,4,1,1,0,1
583,2,0,5,0,0,0,3
584,1,0,4,0,0,0,1
585,3,0,0,0,0,0,1
586,1,1,2,0,2,0,3
587,2,0,5,0,0,0,3
588,1,0,6,1,1,0,1
589,3,0,2,0,0,0,3
590,3,0,0,0,0,0,3
591,3,0,4,0,0,0,3
592,1,1,5,1,0,0,1
593,3,0,5,0,0,0,3
594,3,1,0,0,2,0,2
595,2,0,4,1,0,0,3
596,3,0,4,1,1,0,3
597,2,1,0,0,0,0,3
598,3,0,5,0,0,0,3
599,3,0,0,0,0,0,1
600,1,0,5,1,0,0,1
601,2,1,2,2,1,0,3
602,3,0,0,0,0,0,3
603,1,0,0,0,0,0,3
604,3,0,4,0,0,0,3
605,1,0,4,0,0,0,1
606,3,0,4,1,0,0,3
607,3,0,3,0,0,0,3
608,1,0,3,0,0,0,3
609,2,1,2,1,2,0,1
610,1,1,4,0,0,0,3
611,3,1,4,1,5,0,3
612,3,0,0,0,0,0,3
613,3,1,0,1,0,0,2
614,3,0,0,0,0,0,2
615,3,0,4,0,0,0,3
616,2,1,2,1,2,0,3
617,3,0,3,1,1,0,3
618,3,1,3,1,0,0,3
619,2,1,0,2,1,0,3
620,2,0,3,0,0,0,3
621,3,0,3,1,0,0,1
622,1,0,4,1,0,0,3
623,3,0,2,1,1,0,1
624,3,0,2,0,0,0,3
625,3,0,2,0,0,0,3
626,1,0,6,0,0,0,3
627,2,0,6,0,0,0,2
628,1,1,2,0,0,0,3
629,3,0,3,0,0,0,3
630,3,0,0,0,0,0,2
631,1,0,8,0,0,0,3
632,3,0,5,0,0,0,3
633,1,0,3,0,0,0,1
634,1,0,0,0,0,0,3
635,3,1,1,3,2,0,3
636,2,1,3,0,0,0,3
637,3,0,3,0,0,0,3
638,2,0,3,1,1,0,3
639,3,1,4,0,5,0,3
640,3,0,0,1,0,0,3
641,3,0,2,0,0,0,3
642,1,1,2,0,0,0,1
643,3,1,0,3,2,0,3
644,3,0,0,0,0,0,3
645,3,1,0,2,1,0,1
646,1,0,5,1,0,0,1
647,3,0,2,0,0,0,3
648,1,0,6,0,0,0,1
649,3,0,0,0,0,0,3
650,3,1,2,0,0,0,3
651,3,0,0,0,0,0,3
652,2,1,2,0,1,0,3
653,3,0,2,0,0,0,3
654,3,1,0,0,0,0,2
655,3,1,2,0,0,0,2
656,2,0,2,2,0,0,3
657,3,0,0,0,0,0,3
658,3,1,3,1,1,0,2
659,2,0,2,0,0,0,3
660,1,0,6,0,2,0,1
661,1,0,5,2,0,0,3
662,3,0,4,0,0,0,1
663,1,0,5,0,0,0,3
664,3,0,4,0,0,0,3
665,3,0,2,1,0,0,3
666,2,0,3,2,0,0,3
667,2,0,3,0,0,0,3
668,3,0,0,0,0,0,3
669,3,0,4,0,0,0,3
670,1,1,0,1,0,0,3
671,2,1,4,1,1,0,3
672,1,0,3,1,0,0,3
673,2,0,7,0,0,0,3
674,2,0,3,0,0,0,3
675,2,0,0,0,0,0,3
676,3,0,2,0,0,0,3
677,3,0,3,0,0,0,3
678,3,1,2,0,0,0,3
679,3,1,4,1,6,0,3
680,1,0,4,0,1,0,1
681,3,1,0,0,0,0,2
682,1,0,3,0,0,0,1
683,3,0,2,0,0,0,3
684,3,0,1,5,2,0,3
685,2,0,6,1,1,0,3
686,2,0,3,1,2,0,1
687,3,0,1,4,1,0,3
688,3,0,2,0,0,0,3
689,3,0,2,0,0,0,3
690,1,1,2,0,1,0,3
691,1,0,3,1,0,0,3
692,3,1,0,0,1,0,1
693,3,0,0,0,0,0,3
694,3,0,3,0,0,0,1
695,1,0,6,0,0,0,3
696,2,0,5,0,0,0,3
697,3,0,4,0,0,0,3
698,3,1,0,0,0,0,2
699,1,0,5,1,1,0,1
700,3,0,4,0,0,0,3
701,1,1,2,1,0,0,1
702,1,0,4,0,0,0,3
703,3,1,2,0,1,0,1
704,3,0,3,0,0,0,2
705,3,0,3,1,0,0,3
706,2,0,4,0,0,0,3
707,2,1,5,0,0,0,3
708,1,0,4,0,0,0,3
709,1,1,2,0,0,0,3
710,3,0,0,1,1,0,1
711,1,1,2,0,0,0,1
712,1,0,0,0,0,0,3
713,1,0,5,1,0,0,3
714,3,0,3,0,0,0,3
715,2,0,5,0,0,0,3
716,3,0,2,0,0,0,3
717,1,1,4,0,0,0,1
718,2,1,3,0,0,0,3
719,3,0,0,0,0,0,2
720,3,0,3,0,0,0,3
721,2,1,1,0,1,0,3
722,3,0,2,1,0,0,3
723,2,0,3,0,0,0,3
724,2,0,5,0,0,0,3
725,1,0,3,1,0,0,3
726,3,0,2,0,0,0,3
727,2,1,3,3,0,0,3
728,3,1,0,0,0,0,2
729,2,0,3,1,0,0,3
730,3,1,3,1,0,0,3
731,1,1,3,0,0,0,3
732,3,0,1,0,0,0,1
733,2,0,0,0,0,0,3
734,2,0,2,0,0,0,3
735,2,0,2,0,0,0,3
736,3,0,3,0,0,0,3
737,3,1,5,1,3,0,3
738,1,0,4,0,0,0,1
739,3,0,0,0,0,0,3
740,3,0,0,0,0,0,3
741,1,0,0,0,0,0,3
742,1,0,4,1,0,0,3
743,1,1,2,2,2,0,1
744,3,0,2,1,0,0,3
745,3,0,3,0,0,0,3
746,1,0,7,1,1,0,3
747,3,0,2,1,1,0,3
748,2,1,3,0,0,0,3
749,1,0,2,1,0,0,3
750,3,0,3,0,0,0,2
751,2,1,0,1,1,0,3
752,3,0,1,0,1,0,3
753,3,0,3,0,0,0,3
754,3,0,2,0,0,0,3
755,2,1,5,1,2,0,3
756,2,0,0,1,1,0,3
757,3,0,3,0,0,0,3
758,2,0,2,0,0,0,3
759,3,0,3,0,0,0,3
760,1,1,3,0,0,0,3
761,3,0,0,0,0,0,3
762,3,0,4,0,0,0,3
763,3,0,2,0,0,0,1
764,1,1,4,1,2,0,3
765,3,0,2,0,0,0,3
766,1,1,5,1,0,0,3
767,1,0,0,0,0,0,1
768,3,1,3,0,0,0,2
769,3,0,0,1,0,0,2
770,3,0,3,0,0,0,3
771,3,0,2,0,0,0,3
772,3,0,5,0,0,0,3
773,2,1,6,0,0,0,3
774,3,0,0,0,0,0,1
775,2,1,5,1,3,0,3
776,3,0,2,0,0,0,3
777,3,0,0,0,0,0,2
778,3,1,1,0,0,0,3
779,3,0,0,0,0,0,2
780,1,1,4,0,1,0,3
781,3,1,1,0,0,0,1
782,1,1,2,1,0,0,3
783,1,0,3,0,0,0,3
784,3,0,0,1,2,0,3
785,3,0,3,0,0,0,3
786,3,0,3,0,0,0,3
787,3,1,2,0,0,0,3
788,3,0,1,4,1,0,2
789,3,0,0,1,2,0,3
790,1,0,5,0,0,0,1
791,3,0,0,0,0,0,2
792,2,0,2,0,0,0,3
793,3,1,0,8,2,0,3
794,1,0,0,0,0,0,1
795,3,0,3,0,0,0,3
796,2,0,4,0,0,0,3
797,1,1,5,0,0,0,3
798,3,1,3,0,0,0,3
799,3,0,3,0,0,0,1
800,3,1,3,1,1,0,3
801,2,0,3,0,0,0,3
802,2,1,3,1,1,0,3
803,1,0,1,1,2,0,3
804,3,0,0,0,1,0,1
805,3,0,3,0,0,0,3
806,3,0,3,0,0,0,3
807,1,0,4,0,0,0,3
808,3,1,2,0,0,0,3
809,2,0,4,0,0,0,3
810,1,1,3,1,0,0,3
811,3,0,3,0,0,0,3
812,3,0,4,0,0,0,3
813,2,0,4,0,0,0,3
814,3,1,1,4,2,0,3
815,3,0,3,0,0,0,3
816,1,0,0,0,0,0,3
817,3,1,2,0,0,0,3
818,2,0,3,1,1,0,1
819,3,0,4,0,0,0,3
820,3,0,1,3,2,0,3
821,1,1,5,1,1,0,3
822,3,0,3,0,0,0,3
823,1,0,4,0,0,0,3
824,3,1,3,0,1,0,3
825,3,0,0,4,1,0,3
826,3,0,0,0,0,0,2
827,3,0,0,0,0,0,3
828,2,0,0,0,2,0,1
829,3,0,0,0,0,0,2
830,1,1,6,0,0,0,
831,3,1,2,1,0,0,1
832,2,0,0,1,1,0,3
833,3,0,0,0,0,0,1
834,3,0,2,0,0,0,3
835,3,0,2,0,0,0,3
836,1,1,4,1,1,0,1
837,3,0,2,0,0,0,3
838,3,0,0,0,0,0,3
839,3,0,3,0,0,0,3
840,1,0,0,0,0,0,1
841,3,0,2,0,0,0,3
842,2,0,2,0,0,0,3
843,1,1,3,0,0,0,1
844,3,0,4,0,0,0,1
845,3,0,2,0,0,0,3
846,3,0,4,0,0,0,3
847,3,0,0,8,2,0,3
848,3,0,4,0,0,0,1
849,2,0,3,0,1,0,3
850,1,1,0,1,0,0,1
851,3,0,0,4,2,0,3
852,3,0,7,0,0,0,3
853,3,1,1,1,1,0,1
854,1,1,2,0,1,0,3
855,2,1,4,1,0,0,3
856,3,1,2,0,1,0,3
857,1,1,5,1,1,0,3
858,1,0,5,0,0,0,3
859,3,1,2,0,3,0,1
860,3,0,0,0,0,0,1
861,3,0,4,2,0,0,3
862,2,0,2,1,0,0,3
863,1,1,5,0,0,0,3
864,3,1,0,8,2,0,3
865,2,0,2,0,0,0,3
866,2,1,4,0,0,0,3
867,2,1,3,1,0,0,1
868,1,0,3,0,0,0,3
869,3,0,0,0,0,0,3
870,3,0,0,1,1,0,3
